NSE/GRINDWELL,Grindwell Norton Limited,Industrial Goods
NSE/GRUH,Gruh Finance Limited,Financial
NSE/GSFC,Gujarat State Fertilizers & Chemicals Limited,Basic Materials
NSE/GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,Consumer Goods
NSE/GSLNOVA,GSL Nova Petrochemicals Limited,Unavailable
NSE/GSPL,Gujarat State Petronet Limited,Utilities
NSE/GSS,GSS Infotech Limited,Technology
NSE/GTL,GTL Limited,Technology
NSE/GTLINFRA,GTL Infrastructure Limited,Technology
NSE/GTNIND,GTN Industries Limited,Unavailable
NSE/GTNTEX,GTN Textiles Limited,Industrial Goods
NSE/GTOFFSHORE,GOL Offshore Limited,Unavailable
NSE/GUFICBIO,Gufic Biosciences Limited,Healthcare
NSE/GUJALKALI,Gujarat Alkalies and Chemicals Limited,Unavailable
NSE/GUJAPOLLO,Gujarat Apollo Industries Limited,Industrial Goods
NSE/GUJFLUORO,Gujarat Fluorochemicals Limited,Basic Materials
NSE/GUJNRECOKE,Gujarat NRE Coke Limited,Basic Materials
NSE/GUJNREDVR,Gujarat NRE Coke Limited,Unavailable
NSE/GUJRATGAS,Gujarat Gas Company Limited,Unavailable
NSE/GUJSIDHCEM,Gujarat Sidhee Cements Limited,Unavailable
NSE/GUJSTATFIN,Gujarat State Financial Corporation,Unavailable
NSE/GULFOILCOR,Gulf Oil Corporation Limited,Unavailable
NSE/GVKPIL,GVK Power & Infrastructure Limited,Services
NSE/HALONIX,Halonix Limited,Unavailable
NSE/HANUNG,Hanung Toys and Textiles Limited,Industrial Goods
NSE/HARITASEAT,Harita Seating Systems Limited,Consumer Goods
NSE/HARRMALAYA,Harrisons Malayalam Limited,Consumer Goods
NSE/HATHWAY,Hathway Cable & Datacom Limited,Services
NSE/HAVELLS,Havells India Limited,Industrial Goods
NSE/HBLPOWER,HBL Power Systems Limited,Technology
NSE/HBSTOCK,HB Stockholdings Limited,Financial
NSE/HCC,Hindustan Construction Company Limited,Industrial Goods
NSE/HCIL,Himadri Chemicals and Industries Limited,Unavailable
NSE/HCL_INSYS,HCL Infosystems Limited,Unavailable
NSE/HCLTECH,HCL Technologies Limited,Technology
NSE/HDFC,Housing Development Finance Corporation Limited,Financial
NSE/HDFCBANK,HDFC Bank Limited,Financial
NSE/HDIL,Housing Development and Infrastructure Limited,Financial
NSE/HEG,HEG Limited,Technology
NSE/HEIDELBERG,HeidelbergCement India Limited,Industrial Goods
NSE/HELIOSMATH,Helios And Matheson Information Technology Limited,Unavailable
NSE/HERCULES,Hercules Hoists Limited,Industrial Goods
NSE/HERITGFOOD,Heritage Foods Limited,Unavailable
NSE/HEROMOTOCO,Hero MotoCorp Limited,Consumer Goods
NSE/HEXAWARE,Hexaware Technologies Limited,Technology
NSE/HFCL,Himachal Futuristic Communications Limited,Technology
NSE/HGSL,Hinduja Global Solutions Limited,Unavailable
NSE/HIKAL,Hikal Limited,Basic Materials
NSE/HILTON,Hilton Metal Forging Limited,Industrial Goods
NSE/HIMATSEIDE,Himatsingka Seide Limited,Industrial Goods
NSE/HINDALCO,Hindalco Industries Limited,Basic Materials
NSE/HINDCOMPOS,Hindustan Composites Limited,Consumer Goods
NSE/HINDCOPPER,Hindustan Copper Limited,Basic Materials
NSE/HINDDORROL,Hindustan Dorr-Oliver Limited,Industrial Goods
NSE/HINDMOTORS,Hindustan Motors Limited,Consumer Goods
NSE/HINDNATGLS,Hindusthan National Glass & Industries Limited,Unavailable
NSE/HINDOILEXP,Hindustan Oil Exploration Company Limited,Basic Materials
NSE/HINDPETRO,Hindustan Petroleum Corporation Limited,Basic Materials
NSE/HINDSYNTEX,Hind Syntex Limited,Industrial Goods
NSE/HINDUJAFO,Hinduja Foundries Limited,Unavailable
NSE/HINDUJAVEN,Hinduja Ventures Limited,Services
NSE/HINDUNILVR,Hindustan Unilever Limited,Consumer Goods
NSE/HINDZINC,Hindustan Zinc Limited,Unavailable
NSE/HIRAFERRO,Hira Ferro Alloys Limited,Unavailable
NSE/HIRECT,Hind Rectifiers Limited,Technology
NSE/HITACHIHOM,Hitachi Home and Life Solutions (India) Limited,Unavailable
NSE/HITECHGEAR,The Hi-Tech Gears Limited,Consumer Goods
NSE/HITECHPLAS,Hitech Plast Limited,Unavailable
NSE/HMT,HMT Limited,Industrial Goods
NSE/HMVL,Hindustan Media Ventures Limited,Services
NSE/HOCL,Hindustan Organic Chemicals Limited,Unavailable
NSE/HONAUT,Honeywell Automation India Limited,Unavailable
NSE/HONDAPOWER,Honda Siel Power Products Limited,Industrial Goods
NSE/HOPFL,House of Pearl Fashions Limited,Unavailable
NSE/HORIZONINF,Horizon Infrastructure Limited,Unavailable
NSE/HOTELEELA,Hotel Leela Venture Limited,Services
NSE/HOTELRUGBY,Hotel Rugby Limited,Conglomerates
NSE/HOVS,HOV Services Limited,Technology
NSE/HSIL,HSIL Limited,Industrial Goods
NSE/HTMEDIA,HT Media Limited,Services
NSE/HYDRBADIND,Hyderabad Industries Limited,Unavailable
NSE/IBPOW,Indiabulls Power Limited,Unavailable
NSE/IBREALEST,Indiabulls Real Estate Limited,Financial
NSE/IBSEC,Indiabulls Securities Limited,Unavailable
NSE/IBWSL,Indiabulls Wholesale Services Limited,Unavailable
NSE/ICICIBANK,ICICI Bank Limited,Financial
NSE/ICIL,Indo Count Industries Limited,Industrial Goods
NSE/ICRA,ICRA Limited,Financial
NSE/IDBI,IDBI Bank Limited,Financial
NSE/IDEA,Idea Cellular Limited,Technology
NSE/IDFC,IDFC Limited,Financial
NSE/IFBIND,IFB Industries Limited,Industrial Goods
NSE/IFCI,IFCI Limited,Financial
NSE/IFGLREFRAC,IFGL Refractories Limited,Unavailable
NSE/IGARASHI,Igarashi Motors India Limited,Consumer Goods
NSE/IGL,Indraprastha Gas Limited,Utilities
NSE/IGPL,IG Petrochemicals Limited,Basic Materials
NSE/IITL,Industrial Investment Trust Limited,Financial
NSE/IMFA,Indian Metals & Ferro Alloys Limited,Unavailable
NSE/IMPAL,India Motor Parts and Accessories Limited,Consumer Goods
NSE/IMPEXFERRO,Impex Ferro Tech Limited,Basic Materials
NSE/INDBANK,Indbank Merchant Banking Services Limited,Financial
NSE/INDHOTEL,The Indian Hotels Company Limited,Services
NSE/INDIABULLS,Indiabulls Financial Services Limited,Unavailable
NSE/INDIACEM,The India Cements Limited,Industrial Goods
NSE/INDIAGLYCO,India Glycols Limited,Basic Materials
NSE/INDIAINFO,India Infoline Limited,Unavailable
NSE/INDIANB,Indian Bank,Financial
NSE/INDIANCARD,Indian Card Clothing Company Limited,Industrial Goods
NSE/INDIANHUME,Indian Hume Pipe Company Limited,Industrial Goods
NSE/INDLMETER,IMP Powers Limited,Industrial Goods
NSE/INDNIPPON,India Nippon Electricals Limited,Unavailable
NSE/INDOCO,Indoco Remedies Limited,Healthcare
NSE/INDORAMA,Indo Rama Synthetics (India) Limited,Industrial Goods
NSE/INDOSOLAR,Indosolar Limited,Utilities
NSE/INDOTECH,Indo Tech Transformers Limited,Technology
NSE/INDOTHAI,Indo Thai Securities Limited,Financial
NSE/INDOWIND,Indowind Energy Limited,Utilities
NSE/INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare
NSE/INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare
NSE/INDSWFTLTD,Ind-Swift Limited,Healthcare
NSE/INDTERRAIN,Indian Terrain Fashions Limited,Consumer Goods
NSE/INDUSFILA,Indus Fila Limited,Unavailable
NSE/INDUSINDBK,IndusInd Bank Limited,Financial
NSE/INEABS,INEOS ABS (India) Limited,Unavailable
NSE/INFINITE,Infinite Computer Solutions (India) Limited,Technology
NSE/INFODRIVE,Info-Drive Software Limited,Unavailable
NSE/INFOMEDIA,Infomedia Press Limited,Services
NSE/INFOTECENT,Infotech Enterprises Limited,Unavailable
NSE/INFY,Infosys Limited,Technology
NSE/INGERRAND,Ingersoll Rand (India) Limited,Industrial Goods
NSE/INGVYSYABK,ING Vysya Bank Limited,Unavailable
NSE/INNOIND,Innoventive Industries Limited,Unavailable
NSE/INOXLEISUR,INOX Leisure Limited,Services
NSE/INSECTICID,Insecticides (India) Limited,Basic Materials
NSE/INVENTURE,Inventure Growth & Securities Limited,Financial
NSE/IOB,Indian Overseas Bank,Unavailable
NSE/IOC,Indian Oil Corporation Limited,Basic Materials
NSE/IOLCP,IOL Chemicals and Pharmaceuticals Limited,Unavailable
NSE/IOLN,IOL Netcom Limited,Unavailable
NSE/IPCALAB,IPCA Laboratories Limited,Healthcare
NSE/IPRINGLTD,IP Rings Limited,Unavailable
NSE/IRB,IRB Infrastructure Developers Limited,Industrial Goods
NSE/ISFT,Intrasoft Technologies Limited,Services
NSE/ISMTLTD,ISMT Limited,Basic Materials
NSE/ITC,ITC Limited,Consumer Goods
NSE/ITDCEM,ITD Cementation India Limited,Industrial Goods
NSE/ITI,ITI Limited,Technology
NSE/IVC,IL&FS Investment Managers Limited,Financial
NSE/IVP,IVP Limited,Basic Materials
NSE/IVRCLAH,IVRCL Assets & Holdings Limited,Unavailable
NSE/IVRCLINFRA,IVRCL Limited,Industrial Goods
NSE/JAGRAN,Jagran Prakashan Limited,Services
NSE/JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Unavailable
NSE/JAIBALAJI,Jai Balaji Industries Limited,Unavailable
NSE/JAICORPLTD,Jai Corp Limited,Consumer Goods
NSE/JAINSTUDIO,Jain Studios Limited,Services
NSE/JAMNAAUTO,Jamna Auto Industries Limited,Consumer Goods
NSE/JAYAGROGN,Jayant Agro Organics Limited,Basic Materials
NSE/JAYBARMARU,Jay Bharat Maruti Limited,Consumer Goods
NSE/JAYNECOIND,Jayaswal Neco Industries Limited,Basic Materials
NSE/JAYSREETEA,Jayshree Tea & Industries Limited,Unavailable
NSE/JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Healthcare
NSE/JBFIND,JBF Industries Limited,Industrial Goods
NSE/JBMA,JBM Auto Limited,Consumer Goods
NSE/JCTEL,JCT Electronics Limited,Unavailable
NSE/JENSONICOL,Jenson & Nicholson (India) Limited,Industrial Goods
NSE/JETAIRWAYS,Jet Airways (India) Limited,Services
NSE/JHS,JHS Svendgaard Laboratories Limited,Consumer Goods
NSE/JIKIND,JIK Industries Limited,Consumer Goods
NSE/JINDALPHOT,Jindal Photo Limited,Consumer Goods
NSE/JINDALPOLY,Jindal Poly Films Limited,Basic Materials
NSE/JINDALSAW,Jindal Saw Limited,Basic Materials
NSE/JINDALSTEL,Jindal Steel & Power Limited,Basic Materials
NSE/JINDALSWHL,Jindal South West Holdings Limited,Unavailable
NSE/JINDCOT,Jindal Cotex Limited,Industrial Goods
NSE/JINDRILL,Jindal Drilling And Industries Limited,Basic Materials
NSE/JINDWORLD,Jindal Worldwide Limited,Industrial Goods
NSE/JISLJALEQS,Jain Irrigation Systems Limited,Industrial Goods
NSE/JKCEMENT,JK Cement Limited,Unavailable
NSE/JKIL,J.Kumar Infraprojects Limited,Industrial Goods
NSE/JKLAKSHMI,JK Lakshmi Cement Limited,Industrial Goods
NSE/JKPAPER,JK Paper Limited,Consumer Goods
NSE/JKTYRE,JK Tyre & Industries Limited,Consumer Goods
NSE/JMCPROJECT,JMC Projects (India) Limited,Industrial Goods
NSE/JMFINANCIL,JM Financial Limited,Financial
NSE/JMTAUTOLTD,JMT Auto Limited,Consumer Goods
NSE/JOCIL,Jocil Limited,Basic Materials
NSE/JPASSOCIAT,Jaiprakash Associates Limited,Unavailable
NSE/JPINFRATEC,Jaypee Infratech Limited,Industrial Goods
NSE/JPPOWER,Jaiprakash Power Ventures Limited,Utilities
NSE/JSL,Jindal Stainless Limited,Basic Materials
NSE/JSWENERGY,JSW Energy Limited,Utilities
NSE/JSWISPAT,JSW ISPAT Steel Limited,Unavailable
NSE/JSWSTEEL,JSW Steel Limited,Basic Materials
NSE/JUBILANT,Jubilant Life Sciences Limited,Unavailable
NSE/JUBLFOOD,Jubilant Foodworks Limited,Services
NSE/JUBLINDS,Jubilant Industries Limited,Consumer Goods
NSE/JUMBO,Jumbo Bag Limited,Unavailable
NSE/JUPITER,Jupiter Bioscience Limited,Unavailable
NSE/JVLAGRO,JVL Agro Industries Limited,Consumer Goods
NSE/JYOTHYLAB,Jyothy Laboratories Limited,Consumer Goods
NSE/JYOTISTRUC,Jyoti Structures Limited,Utilities
NSE/KABRAEXTRU,Kabra Extrusion Technik Limited,Industrial Goods
NSE/KAJARIACER,Kajaria Ceramics Limited,Industrial Goods
NSE/KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Industrial Goods
NSE/KALECONSUL,Kale Consultants Limited,Unavailable
NSE/KALINDEE,Kalindee Rail Nirman (Engineers) Limited,Unavailable
NSE/KALPATPOWR,Kalpataru Power Transmission Limited,Utilities
NSE/KAMATHOTEL,Kamat Hotels (I) Limited,Services
NSE/KANDAGIRI,Kandagiri Spinning Mills Limited,Unavailable
NSE/KANORICHEM,Kanoria Chemicals & Industries Limited,Basic Materials
NSE/KANSAINER,Kansai Nerolac Paints Limited,Basic Materials
NSE/KARMAENG,Karma Energy Limited,Utilities
NSE/KARURKCP,Karur K.C.P. Packkagings Limited,Unavailable
NSE/KARURVYSYA,Karur Vysya Bank Limited,Financial
NSE/KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Industrial Goods
NSE/KAVVERITEL,Kavveri Telecom Products Limited,Technology
NSE/KBIL,Kirloskar Brothers Investments Limited,Unavailable
NSE/KCP,KCP Limited,Industrial Goods
NSE/KCPSUGIND,KCP Sugar and Industries Corporation Limited,Consumer Goods
NSE/KEC,KEC International Limited,Utilities
NSE/KECL,Kirloskar Electric Company Limited,Industrial Goods
NSE/KEI,KEI Industries Limited,Technology
NSE/KEMROCK,Kemrock Industries and Exports Limited,Unavailable
NSE/KERNEX,Kernex Microsystems (India) Limited,Technology
NSE/KESARENT,Kesar Enterprises Limited,Consumer Goods
NSE/KESORAMIND,Kesoram Industries Limited,Consumer Goods
NSE/KEYCORPSER,Keynote Corporate Services Limited,Financial
NSE/KFA,Kingfisher Airlines Limited,Unavailable
NSE/KGL,Karuturi Global Limited,Consumer Goods
NSE/KHAITANELE,Khaitan Electricals Limited,Consumer Goods
NSE/KHAITANLTD,Khaitan (India) Limited,Unavailable
NSE/KHANDSE,Khandwala Securities Limited,Unavailable
NSE/KICL,Kalyani Investment Company Limited,Financial
NSE/KIL,Kamdhenu Ispat Limited,Unavailable
NSE/KILITCH,Kilitch Drugs (India) Limited,Healthcare
NSE/KINETICMOT,Kinetic Motor Company Limited,Unavailable
NSE/KIRIINDUS,Kiri Industries Limited,Basic Materials
NSE/KIRLOSBROS,Kirloskar Brothers Limited,Industrial Goods
NSE/KIRLOSENG,Kirloskar Oil Engines Limited,Industrial Goods
NSE/KIRLOSIND,Kirloskar Industries Limited,Financial
NSE/KITPLYIND,Kitply Industries Limited,Unavailable
NSE/KKCL,Kewal Kiran Clothing Limited,Consumer Goods
NSE/KLGSYSTEL,KLG Systel Limited,Unavailable
NSE/KLRF,KLRF Limited,Unavailable
NSE/KMSUGAR,K.M.Sugar Mills Limited,Unavailable
NSE/KNRCON,KNR Constructions Limited,Industrial Goods
NSE/KOHINOOR,Kohinoor Foods Limited,Consumer Goods
NSE/KOLTEPATIL,Kolte - Patil Developers Limited,Financial
NSE/KOPDRUGS,KDL Biotech Limited,Unavailable
NSE/KOPRAN,Kopran Limited,Healthcare
NSE/KOTAKBANK,Kotak Mahindra Bank Limited,Financial
NSE/KOTARISUG,Kothari Sugars And Chemicals Limited,Consumer Goods
NSE/KOTHARIPET,Kothari Petrochemicals Limited,Basic Materials
NSE/KOTHARIPRO,Kothari Products Limited,Basic Materials
NSE/KOUTONS,Koutons Retail India Limited,Unavailable
NSE/KPIT,KPIT Technologies Limited,Technology
NSE/KPRMILL,K.P.R. Mill Limited,Consumer Goods
NSE/KRBL,KRBL Limited,Consumer Goods
NSE/KRISHNAENG,Krishna Engineering Works Limited,Unavailable
NSE/KRITIIND,Kriti Industries (India) Limited,Unavailable
NSE/KSBPUMPS,KSB Pumps Limited,Industrial Goods
NSE/KSCL,Kaveri Seed Company Limited,Consumer Goods
NSE/KSE,KSE Limited,Unavailable
NSE/KSK,KSK Energy Ventures Limited,Utilities
NSE/KSL,Kalyani Steels Limited,Basic Materials
NSE/KSOILS,K S Oils Limited,Unavailable
NSE/KTIL,Kesar Terminals & Infrastructure Limited,Services
NSE/KTKBANK,The Karnataka Bank Limited,Financial
NSE/KWALITY,kwality limited,Consumer Goods
NSE/LAKPRE,Lakshmi Precision Screws Limited,Industrial Goods
NSE/LAKSHMIEFL,Lakshmi Energy and Foods Limited,Unavailable
NSE/LAKSHMIMIL,The Lakshmi Mills Company Limited,Unavailable
NSE/LAKSHVILAS,Lakshmi Vilas Bank Limited,Financial
NSE/LANCOIN,Lanco Industries Limited,Unavailable
NSE/LAOPALA,La Opala RG Limited,Consumer Goods
NSE/LAXMIMACH,Lakshmi Machine Works Limited,Unavailable
NSE/LCCINFOTEC,LCC Infotech Limited,Services
NSE/LGBBROSLTD,LG Balakrishnan & Bros Limited,Consumer Goods
NSE/LIBERTSHOE,Liberty Shoes Limited,Consumer Goods
NSE/LICHSGFIN,LIC Housing Finance Limited,Financial
NSE/LITL,Lanco Infratech Limited,Utilities
NSE/LLOYDELENG,Lloyd Electric & Engineering Limited,Unavailable
NSE/LLOYDFIN,Lloyds Finance Limited,Unavailable
NSE/LLOYDSTEEL,Lloyds Steel Industries Limited,Unavailable
NSE/LML,LML Limited,Consumer Goods
NSE/LOGIXMICRO,Logix Microsystems Limited,Unavailable
NSE/LOKESHMACH,Lokesh Machines Limited,Industrial Goods
NSE/LOTUSEYE,Lotus Eye Hospital and Institute Limited,Unavailable
NSE/LOVABLE,Lovable Lingerie Limited,Consumer Goods
NSE/LPDC,Landmark Property Development Company Limited,Financial
NSE/LT,Larsen & Toubro Limited,Industrial Goods
NSE/LUMAXAUTO,Lumax Automotive Systems Limited,Unavailable
NSE/LUMAXIND,Lumax Industries Limited,Consumer Goods
NSE/LUMAXTECH,Lumax Auto Technologies Limited,Consumer Goods
NSE/LUPIN,Lupin Limited,Healthcare
NSE/LYKALABS,Lyka Labs Limited,Healthcare
NSE/MAANALU,Maan Aluminium Limited,Basic Materials
NSE/MADHAV,Madhav Marbles and Granites Limited,Industrial Goods
NSE/MADHUCON,Madhucon Projects Limited,Industrial Goods
NSE/MADRASCEM,Madras Cements Limited,Unavailable
NSE/MADRASFERT,Madras Fertilizers Limited,Unavailable
NSE/MAGMA,Magma Fincorp Limited,Financial
NSE/MAGNUM,Magnum Ventures Limited,Consumer Goods
NSE/MAHABANK,Bank of Maharashtra,Financial
NSE/MAHINDFORG,Mahindra Forgings Limited,Unavailable
NSE/MAHINDUGIN,Mahindra Ugine Steel Company Limited,Unavailable
NSE/MAHLIFE,Mahindra Lifespace Developers Limited,Financial
NSE/MAHSCOOTER,Maharashtra Scooters Limited,Consumer Goods
NSE/MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials
NSE/MAITHANALL,Maithan Alloys Limited,Basic Materials
NSE/MALUPAPER,Malu Paper Mills Limited,Consumer Goods
NSE/MALWACOTT,Malwa Cotton Spg. Mills Limited,Unavailable
NSE/MANAKSIA,Manaksia Limited,Industrial Goods
NSE/MANALIPETC,Manali Petrochemicals Limited,Basic Materials
NSE/MANAPPURAM,Manappuram Finance Limited,Financial
NSE/MANDHANA,Mandhana Industries Limited,Consumer Goods
NSE/MANGALAM,Mangalam Drugs And Organics Limited,Healthcare
NSE/MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Basic Materials
NSE/MANGLMCEM,Mangalam Cement Limited,Industrial Goods
NSE/MANGTIMBER,Mangalam Timber Products Limited,Industrial Goods
NSE/MANINDS,Man Industries (India) Limited,Basic Materials
NSE/MANINFRA,Man Infraconstruction Limited,Industrial Goods
NSE/MANJEERA,Manjeera Constructions Limited,Unavailable
NSE/MANJUSHREE,Manjushree Technopack Limited,Unavailable
NSE/MANUGRAPH,Manugraph India Limited,Industrial Goods
NSE/MARALOVER,Maral Overseas Limited,Industrial Goods
NSE/MARG,Marg Limited,Unavailable
NSE/MARICO,Marico Limited,Consumer Goods
NSE/MARKSANS,Marksans Pharma Limited,Healthcare
NSE/MARUTI,Maruti Suzuki India Limited,Consumer Goods
NSE/MASTEK,Mastek Limited,Technology
NSE/MAWANASUG,Mawana Sugars Limited,Consumer Goods
NSE/MAX,Max India Limited,Unavailable
NSE/MAXWELL,Maxwell Industries Limited,Unavailable
NSE/MBECL,Mcnally Bharat Engineering Company Limited,Industrial Goods
NSE/MBLINFRA,MBL Infrastructures Limited,Industrial Goods
NSE/MBSWITCH,M AND B Switchgears Limited,Unavailable
NSE/MCDHOLDING,McDowell Holdings Limited,Financial
NSE/MCDOWELL_N,United Spirits Limited,Unavailable
NSE/MCLEODRUSS,Mcleod Russel India Limited,Consumer Goods
NSE/MEGASOFT,Megasoft Limited,Technology
NSE/MEGH,Meghmani Organics Limited,Basic Materials
NSE/MELSTAR,Melstar Information Technologies Limited,Technology
NSE/MERCK,Merck Limited,Healthcare
NSE/MHRIL,Mahindra Holidays & Resorts India Limited,Services
NSE/MIC,MIC Electronics Limited,Technology
NSE/MICROSEC,Microsec Financial Services Limited,Unavailable
NSE/MICROTECH,Micro Technologies (India) Limited,Unavailable
NSE/MINDAIND,Minda Industries Limited,Consumer Goods
NSE/MINDTREE,MindTree Limited,Technology
NSE/MIRCELECTR,MIRC Electronics Limited,Consumer Goods
NSE/MIRZAINT,Mirza International Limited,Unavailable
NSE/MLL,Mercator Lines Limited,Unavailable
NSE/MMFL,MM Forgings Limited,Industrial Goods
NSE/MMFSL,Money Matters Financial Services Limited,Unavailable
NSE/MMTC,MMTC Limited,Basic Materials
NSE/MOIL,MOIL Limited,Basic Materials
NSE/MONNETISPA,Monnet Ispat and Energy Limited,Basic Materials
NSE/MONSANTO,Monsanto India Limited,Basic Materials
NSE/MORARJETEX,Morarjee Textiles Limited,Unavailable
NSE/MOREPENLAB,Morepen Laboratories Limited,Healthcare
NSE/MOSERBAER,Moser-Baer (I) Limited,Unavailable
NSE/MOTHERSUMI,Motherson Sumi Systems Limited,Consumer Goods
NSE/MOTILALOFS,Motilal Oswal Financial Services Limited,Financial
NSE/MOTOGENFIN,The Motor & General Finance Limited,Financial
NSE/MPHASIS,MphasiS Limited,Technology
NSE/MPSLTD,MPS Limited,Unavailable
NSE/MRF,MRF Limited,Unavailable
NSE/MRO_TEK,MRO-TEK Realty Limited,Unavailable
NSE/MRPL,Mangalore Refinery and Petrochemicals Limited,Basic Materials
NSE/MSPL,MSP Steel & Power Limited,Basic Materials
NSE/MTNL,Mahanagar Telephone Nigam Limited,Technology
NSE/MUDRA,Mudra Lifestyle Limited,Unavailable
NSE/MUKANDENGG,Mukand Engineers Limited,Industrial Goods
NSE/MUKANDLTD,Mukand Limited,Basic Materials
NSE/MUKTAARTS,Mukta Arts Limited,Services
NSE/MUNDRAPORT,Mundra Port and Special Economic Zone Limited,Unavailable
NSE/MUNJALAU,Munjal Auto Industries Limited,Consumer Goods
NSE/MUNJALSHOW,Munjal Showa Limited,Consumer Goods
NSE/MURLIIND,Murli Industries Limited,Unavailable
NSE/MURUDCERA,Murudeshwar Ceramics Limited,Industrial Goods
NSE/MUTHOOTFIN,Muthoot Finance Limited,Financial
NSE/MVL,MVL Limited,Financial
NSE/MVLIND,MVL Industries Limited,Unavailable
NSE/MYSOREBANK,State Bank of Mysore,Unavailable
NSE/NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Unavailable
NSE/NAGREEKEXP,Nagreeka Exports Limited,Industrial Goods
NSE/NAHARCAP,Nahar Capital and Financial Services Limited,Financial
NSE/NAHARINDUS,Nahar Industrial Enterprises Limited,Unavailable
NSE/NAHARPOLY,Nahar Poly Films Limited,Consumer Goods
NSE/NAHARSPING,Nahar Spinning Mills Limited,Industrial Goods
NSE/NANDAN,Nandan Exim Limited,Unavailable
NSE/NATCOPHARM,Natco Pharma Limited,Healthcare
NSE/NATHSEED,Nath Seeds  Limited,Unavailable
NSE/NATIONALUM,National Aluminium Company Limited,Basic Materials
NSE/NATNLSTEEL,National Steel And Agro Industries Limited,Basic Materials
NSE/NAUKRI,Info Edge (India) Limited,Unavailable
NSE/NAVINFLUOR,Navin Fluorine International Limited,Basic Materials
NSE/NAVNETPUBL,Navneet Publications India Limited,Unavailable
NSE/NBVENTURES,Nava Bharat Ventures Limited,Utilities
NSE/NCC,NCC Limited,Industrial Goods
NSE/NCLIND,NCL Industries Limited,Industrial Goods
NSE/NCOPPER,Nissan Copper Limited,Unavailable
NSE/NDTV,New Delhi Television Limited,Services
NSE/NECLIFE,Nectar Lifesciences Limited,Healthcare
NSE/NELCAST,Nelcast Limited,Industrial Goods
NSE/NELCO,NELCO Limited,Technology
NSE/NEOCURE,Neocure Therapeutics Limited,Financial
NSE/NEPCMICON,NEPC India Limited,Unavailable
NSE/NESCO,Nesco Limited,Services
NSE/NESTLEIND,Nestle India Limited,Consumer Goods
NSE/NET4,Net 4 India Limited,Unavailable
NSE/NETWORK18,Network18 Media & Investments Limited,Services
NSE/NEULANDLAB,Neuland Laboratories Limited,Healthcare
NSE/NEXTMEDIA,Next Mediaworks Limited,Services
NSE/NEYVELILIG,Neyveli Lignite Corporation Limited,Unavailable
NSE/NFL,National Fertilizers Limited,Unavailable
NSE/NHPC,NHPC Limited,Utilities
NSE/NICCO,Nicco Corporation Limited,Unavailable
NSE/NIITLTD,NIIT Limited,Unavailable
NSE/NIITTECH,NIIT Technologies Limited,Technology
NSE/NILKAMAL,Nilkamal Limited,Consumer Goods
NSE/NIPPOBATRY,Indo-National Limited,Technology
NSE/NITCO,Nitco Limited,Industrial Goods
NSE/NITESHEST,Nitesh Estates Limited,Financial
NSE/NITINFIRE,Nitin Fire Protection Industries Limited,Services
NSE/NITINSPIN,Nitin Spinners Limited,Industrial Goods
NSE/NMDC,NMDC Limited,Basic Materials
NSE/NOCIL,NOCIL Limited,Basic Materials
NSE/NOIDATOLL,Noida Toll Bridge Company Limited,Industrial Goods
NSE/NOL,National Oxygen Limited,Unavailable
NSE/NORBTEAEXP,Norben Tea & Exports Limited,Consumer Goods
NSE/NORTHGATE,Northgate Technologies Limited,Unavailable
NSE/NOVOPANIND,Novopan Industries Limited,Unavailable
NSE/NRBBEARING,NRB Bearing Limited,Consumer Goods
NSE/NRC,NRC Limited,Unavailable
NSE/NSIL,Nalwa Sons Investments Limited,Financial
NSE/NTPC,NTPC Limited,Utilities
NSE/NUCENT,Nucent Finance Limited,Unavailable
NSE/NUCHEM,Nuchem Limited,Unavailable
NSE/NUCLEUS,Nucleus Software Exports Limited,Unavailable
NSE/NUMERICPW,Numeric Power Systems Limited,Unavailable
NSE/NUTEK,Nu Tek India Limited,Technology
NSE/OBEROIRLTY,Oberoi Realty Limited,Financial
NSE/OCL,OCL India Limited,Industrial Goods
NSE/OFSS,Oracle Financial Services Software Limited,Technology
NSE/OIL,Oil India Limited,Basic Materials
NSE/OILCOUNTUB,Oil Country Tubular Limited,Basic Materials
NSE/OISL,OCL Iron and Steel Limited,Basic Materials
NSE/OMAXAUTO,Omax Autos Limited,Consumer Goods
NSE/OMAXE,Omaxe Limited,Financial
NSE/OMKARCHEM,Omkar Speciality Chemicals Limited,Basic Materials
NSE/OMMETALS,OM Metals Infraprojects Limited,Industrial Goods
NSE/OMNITECH,Omnitech Infosolutions Limited,Unavailable
NSE/ONELIFECAP,Onelife Capital Advisors Limited,Financial
NSE/ONGC,Oil & Natural Gas Corporation Limited,Basic Materials
NSE/ONMOBILE,OnMobile Global Limited,Technology
NSE/ONWARDTEC,Onward Technologies Limited,Technology
